run,frame_id,elapsed_s,timestamp_ns,image,label,confidence,supported,class_and_score_pass,bounds,tracking
NaVi-collect-20260919-023430-697-4a81ff58,25,4.777,357762769817546,images/25.png,cat,0.5703125,False,False,"[0.05, 0.196875, 0.98333335, 0.9828125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,26,4.973,357762970118029,images/26.png,person,0.36328125,True,False,"[0.045833334, 0.23125, 0.9895833, 0.9953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,28,5.373,357763371434100,images/28.png,cat,0.5703125,False,False,"[0.0125, 0.2890625, 0.98333335, 0.9875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,30,5.773,357763772835650,images/30.png,elephant,0.5,False,False,"[0.13541667, 0.3734375, 0.98333335, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,31,5.987,357763973605023,images/31.png,cat,0.4296875,False,False,"[0.014583333, 0.103125, 0.98333335, 0.9671875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,32,6.187,357764174219223,images/32.png,cat,0.5,False,False,"[0.041666668, 0.0234375, 0.99375, 0.975]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,33,6.387,357764374920147,images/33.png,cat,0.61328125,False,False,"[0.09375, 0.2046875, 0.975, 0.975]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,34,6.587,357764575235399,images/34.png,cat,0.59375,False,False,"[0.01875, 0, 0.9791667, 0.9796875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,35,6.787,357764775768962,images/35.png,elephant,0.5703125,False,False,"[0.1125, 0.196875, 0.99375, 0.9828125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,36,6.991,357764976141164,images/36.png,cat,0.5703125,False,False,"[0.1625, 0.1640625, 0.9791667, 0.98125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,37,7.174,357765176807797,images/37.png,cat,0.4296875,False,False,"[0.022916667, 0.128125, 0.975, 0.9765625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,38,7.389,357765377292199,images/38.png,cat,0.61328125,False,False,"[0.05, 0.2375, 0.98333335, 0.9796875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,39,7.591,357765577759540,images/39.png,cat,0.59375,False,False,"[0.01875, 0.0265625, 0.9791667, 0.9703125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,40,7.791,357765778215465,images/40.png,cat,0.5703125,False,False,"[0.13333334, 0.25, 0.9791667, 0.95]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,41,7.99,357765978881675,images/41.png,cat,0.61328125,False,False,"[0.058333334, 0.1203125, 0.975, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,42,8.201,357766179553579,images/42.png,cat,0.453125,False,False,"[0.022916667, 0.246875, 0.975, 0.9859375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,42,8.201,357766179553579,images/42.png,car,0.36328125,True,False,"[0.48541668, 0.2, 0.72291666, 0.3578125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,43,8.397,357766380224986,images/43.png,cat,0.65625,False,False,"[0.052083332, 0.26875, 0.98541665, 0.9671875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,44,8.595,357766581077537,images/44.png,cat,0.5,False,False,"[0.17916666, 0.3046875, 0.98125, 0.9515625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,46,9.002,357766982145238,images/46.png,cat,0.453125,False,False,"[0.18541667, 0.296875, 0.98541665, 0.9578125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,48,9.419,357767383496370,images/48.png,cat,0.5234375,False,False,"[0.0125, 0.196875, 0.98333335, 0.965625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,50,9.788,357767784912941,images/50.png,cat,0.63671875,False,False,"[0.022916667, 0.2609375, 0.975, 0.971875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,51,10.001,357767985682152,images/51.png,cat,0.59375,False,False,"[0.08541667, 0.2109375, 0.98333335, 0.9671875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,52,10.238,357768186209966,images/52.png,cat,0.61328125,False,False,"[0.09375, 0.2359375, 0.9916667, 0.9625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,53,10.404,357768386929823,images/53.png,cat,0.61328125,False,False,"[0.08541667, 0.2109375, 0.98333335, 0.9671875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,55,10.799,357768788140396,images/55.png,cat,0.69921875,False,False,"[0.045833334, 0.2046875, 0.9895833, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,56,11.005,357768988696422,images/56.png,cat,0.65625,False,False,"[0.060416665, 0.215625, 0.9916667, 0.9859375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,58,11.41,357769389985722,images/58.png,cat,0.61328125,False,False,"[0.09166667, 0.23125, 0.98125, 0.9953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,60,11.811,357769791580666,images/60.png,car,0.36328125,True,False,"[0.43958333, 0.103125, 0.6479167, 0.25]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,60,11.811,357769791580666,images/60.png,sports ball,0.36328125,False,False,"[0.49375, 0.7203125, 0.79791665, 0.98125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,60,11.811,357769791580666,images/60.png,cat,0.36328125,False,False,"[0.01875, 0.1, 0.9791667, 0.9734375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,61,12.143,357769992513471,images/61.png,cat,0.5703125,False,False,"[0.08125, 0.203125, 0.99791664, 0.95625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,63,12.506,357770460889718,images/63.png,cat,0.65625,False,False,"[0.004166667, 0.0140625, 0.8854167, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,65,12.899,357770895243459,images/65.png,person,0.38671875,True,False,"[0.09375, 0.378125, 0.975, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,66,13.101,357771095707965,images/66.png,person,0.38671875,True,False,"[0.08958333, 0.2953125, 0.9895833, 0.9796875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,67,13.407,357771296154110,images/67.png,cat,0.4765625,False,False,"[0.052083332, 0.240625, 0.98541665, 0.9]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,69,13.723,357771697094292,images/69.png,person,0.4296875,True,False,"[0.16666667, 0.3890625, 0.98333335, 0.9875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,71,14.132,357772098624916,images/71.png,person,0.453125,True,False,"[0.16458334, 0.3515625, 0.99791664, 0.9859375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,72,14.326,357772299238648,images/72.png,cat,0.40625,False,False,"[0.08541667, 0.1203125, 0.98333335, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,74,14.762,357772732926447,images/74.png,person,0.40625,True,False,"[0.35208333, 0.3359375, 0.99791664, 0.9703125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,75,14.976,357772933380744,images/75.png,person,0.4765625,True,False,"[0.32291666, 0.3046875, 0.98125, 0.9765625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,77,15.367,357773334827491,images/77.png,cat,0.63671875,False,False,"[0.004166667, 0.0140625, 0.9916667, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,81,16.192,357774144833834,images/81.png,person,0.36328125,True,False,"[0.70416665, 0.6015625, 0.9916667, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,93,18.773,357776745096715,images/93.png,car,0.38671875,True,False,"[0.5, 0.3125, 0.6458333, 0.375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,95,19.154,357777145338440,images/95.png,car,0.36328125,True,False,"[0.50416666, 0.3390625, 0.5708333, 0.3953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,102,20.76,357778744839882,images/102.png,car,0.36328125,True,False,"[0.63125, 0.325, 0.70625, 0.384375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,103,20.943,357778944947943,images/103.png,cat,0.5234375,False,False,"[0.004166667, 0.3453125, 0.99375, 0.9921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,110,22.491,357780478620903,images/110.png,dog,0.4296875,False,False,"[0.0625, 0.35625, 0.99791664, 0.990625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,138,28.525,357786511855620,images/138.png,car,0.38671875,True,False,"[0.45208332, 0.2296875, 0.56041664, 0.29375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,139,28.748,357786745057033,images/139.png,bird,0.36328125,False,False,"[0.59583336, 0.6296875, 0.66041666, 0.69375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,142,29.394,357787378377139,images/142.png,car,0.36328125,True,False,"[0.4375, 0.2109375, 0.5375, 0.275]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,143,29.638,357787611637594,images/143.png,car,0.40625,True,False,"[0.43958333, 0.2578125, 0.5416667, 0.3203125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,149,30.956,357788944997441,images/149.png,car,0.453125,True,False,"[0.32708332, 0.3578125, 0.44166666, 0.4265625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,150,31.161,357789145108269,images/150.png,car,0.4296875,True,False,"[0.44166666, 0.3609375, 0.55, 0.434375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,151,31.386,357789378516623,images/151.png,car,0.453125,True,False,"[0.40208334, 0.3265625, 0.54583335, 0.4]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,151,31.386,357789378516623,images/151.png,car,0.4296875,True,False,"[0.3, 0.3359375, 0.40208334, 0.4]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,152,31.585,357789578551287,images/152.png,car,0.40625,True,False,"[0.29375, 0.3578125, 0.39583334, 0.415625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,153,31.82,357789811882379,images/153.png,car,0.453125,True,False,"[0.38541666, 0.3265625, 0.50208336, 0.3953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,153,31.82,357789811882379,images/153.png,car,0.4296875,True,False,"[0.53125, 0.3046875, 0.6458333, 0.3921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,154,32.028,357790011884458,images/154.png,car,0.453125,True,False,"[0.52708334, 0.365625, 0.64375, 0.4359375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,154,32.028,357790011884458,images/154.png,car,0.40625,True,False,"[0, 0.19375, 0.37708333, 0.375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,154,32.028,357790011884458,images/154.png,car,0.36328125,True,False,"[0.56875, 0.33125, 0.8020833, 0.4328125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,155,32.231,357790212132300,images/155.png,car,0.40625,True,False,"[0.55625, 0.4203125, 0.65833336, 0.4828125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,157,32.662,357790641270570,images/157.png,car,0.453125,True,False,"[0.4875, 0.325, 0.59375, 0.3890625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,159,33.099,357791078535062,images/159.png,car,0.36328125,True,False,"[0.47916666, 0.2390625, 0.5729167, 0.2921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,167,34.82,357792774341576,images/167.png,car,0.38671875,True,False,"[0, 0.2125, 0.26041666, 0.3703125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,168,35.04,357792974462701,images/168.png,car,0.4765625,True,False,"[0.114583336, 0.2484375, 0.37083334, 0.4125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,168,35.04,357792974462701,images/168.png,car,0.38671875,True,False,"[0, 0.30625, 0.11666667, 0.4078125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,169,35.182,357793174531722,images/169.png,car,0.4296875,True,False,"[0, 0.3671875, 0.12291667, 0.478125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,169,35.182,357793174531722,images/169.png,car,0.4296875,True,False,"[0.045833334, 0.309375, 0.375, 0.4703125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,170,35.427,357793403562836,images/170.png,dog,0.38671875,False,False,"[0.28541666, 0.540625, 0.98333335, 0.996875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,171,35.632,357793604136731,images/171.png,cat,0.40625,False,False,"[0, 0.4265625, 0.97083336, 0.9921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,173,36.038,357794005604132,images/173.png,car,0.5703125,True,False,"[0.35625, 0.3796875, 0.47291666, 0.45625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,177,36.832,357794807699316,images/177.png,car,0.40625,True,False,"[0.68333334, 0.2875, 0.78125, 0.3640625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,177,36.832,357794807699316,images/177.png,car,0.40625,True,False,"[0.5, 0.328125, 0.625, 0.403125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,177,36.832,357794807699316,images/177.png,cat,0.40625,False,False,"[0.004166667, 0.4046875, 0.99375, 0.9921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,179,37.23,357795208919821,images/179.png,cat,0.59375,False,False,"[0.0625, 0.453125, 1, 0.9875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,179,37.23,357795208919821,images/179.png,car,0.546875,True,False,"[0.7083333, 0.3515625, 0.82708335, 0.44375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,179,37.23,357795208919821,images/179.png,car,0.40625,True,False,"[0.5104167, 0.3859375, 0.65, 0.453125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,180,37.429,357795409428426,images/180.png,car,0.453125,True,False,"[0.46458334, 0.375, 0.5520833, 0.4640625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,182,37.833,357795810552491,images/182.png,car,0.4296875,True,False,"[0.5, 0.3640625, 0.6020833, 0.4546875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,184,38.235,357796211637413,images/184.png,car,0.5234375,True,False,"[0.53541666, 0.3640625, 0.6875, 0.453125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,184,38.235,357796211637413,images/184.png,cat,0.4765625,False,False,"[0.004166667, 0.4046875, 0.99375, 0.9921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,184,38.235,357796211637413,images/184.png,car,0.453125,True,False,"[0.74791664, 0.340625, 0.8541667, 0.4421875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,186,38.637,357796613155393,images/186.png,car,0.38671875,True,False,"[0.375, 0.390625, 0.50208336, 0.4859375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,186,38.637,357796613155393,images/186.png,car,0.38671875,True,False,"[0.44375, 0.3859375, 0.57708335, 0.471875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,186,38.637,357796613155393,images/186.png,car,0.36328125,True,False,"[0.65, 0.3609375, 0.76666665, 0.4703125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,189,39.257,357797214621168,images/189.png,cat,0.453125,False,False,"[0, 0.4, 1, 0.9984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,192,39.837,357797816190931,images/192.png,car,0.36328125,True,False,"[0.87083334, 0.234375, 0.99583334, 0.30625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,194,40.241,357798217823383,images/194.png,elephant,0.4296875,False,False,"[0.058333334, 0.2625, 0.975, 0.990625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,195,40.434,357798418699353,images/195.png,car,0.38671875,True,False,"[0.31666666, 0.0453125, 0.4125, 0.21875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,196,40.662,357798619199191,images/196.png,car,0.59375,True,False,"[0.39375, 0, 0.49375, 0.1578125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,197,40.848,357798819856610,images/197.png,car,0.38671875,True,False,"[0.3375, 0, 0.43541667, 0.11875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,198,41.034,357799020838224,images/198.png,person,0.546875,True,False,"[0.48541668, 0.1984375, 0.78541666, 0.996875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,200,41.46,357799422140808,images/200.png,elephant,0.4765625,False,False,"[0, 0.009375, 0.80833334, 0.9890625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,201,41.638,357799622812472,images/201.png,cat,0.36328125,False,False,"[0, 0.0046875, 0.8645833, 0.99375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,203,42.042,357800023905803,images/203.png,cat,0.73828125,False,False,"[0.004166667, 0.0046875, 0.9916667, 0.99375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,204,42.254,357800224466424,images/204.png,horse,0.5,False,False,"[0.083333336, 0, 0.9916667, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,208,43.034,357801026754937,images/208.png,cat,0.4296875,False,False,"[0.004166667, 0.1171875, 0.99375, 0.9953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,209,43.248,357801227377192,images/209.png,cat,0.40625,False,False,"[0.004166667, 0.328125, 0.99375, 0.9875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,213,44.061,357802029654681,images/213.png,bear,0.4765625,False,False,"[0.004166667, 0.0125, 0.9916667, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,214,44.251,357802230534961,images/214.png,bear,0.5234375,False,False,"[0.05, 0, 0.98333335, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,220,45.456,357803434274513,images/220.png,cat,0.71875,False,False,"[0.008333334, 0.0828125, 0.9875, 0.990625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,222,45.869,357803835583537,images/222.png,cat,0.5703125,False,False,"[0.004166667, 0.153125, 0.99375, 0.9984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,223,46.07,357804036318616,images/223.png,cat,0.4765625,False,False,"[0, 0.009375, 0.9604167, 0.9890625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,224,46.263,357804236875276,images/224.png,cat,0.76953125,False,False,"[0, 0.009375, 1, 0.9890625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,226,46.67,357804638537098,images/226.png,cat,0.73828125,False,False,"[0.004166667, 0, 0.9916667, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,227,46.867,357804839247298,images/227.png,cat,0.81640625,False,False,"[0, 0, 1, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,232,47.882,357805841848506,images/232.png,cat,0.63671875,False,False,"[0.008333334, 0.0828125, 0.9875, 0.990625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,237,48.901,357806844796490,images/237.png,cat,0.453125,False,False,"[0, 0.09375, 0.9875, 0.975]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,245,50.475,357808450441771,images/245.png,car,0.4765625,True,False,"[0.060416665, 0.084375, 0.36041668, 0.2625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,247,50.909,357808851122646,images/247.png,elephant,0.5703125,False,False,"[0.039583333, 0.03125, 0.95625, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,263,54.103,357812061091017,images/263.png,car,0.453125,True,False,"[0.225, 0.3078125, 0.50208336, 0.43125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,264,54.301,357812261723800,images/264.png,person,0.5,True,False,"[0.31458333, 0.2875, 0.40208334, 0.396875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,278,57.118,357815069951766,images/278.png,person,0.4765625,True,False,"[0.38333333, 0.2828125, 0.47708333, 0.415625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,282,57.899,357815872402827,images/282.png,car,0.40625,True,False,"[0.38958332, 0.2859375, 0.53333336, 0.3484375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,283,58.123,357816073026265,images/283.png,car,0.40625,True,False,"[0.31875, 0.3328125, 0.44166666, 0.3984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,284,58.32,357816273518322,images/284.png,person,0.59375,True,False,"[0.21458334, 0.240625, 0.3125, 0.38125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,289,59.312,357817276466041,images/289.png,bench,0.36328125,False,False,"[0.18333334, 0.359375, 0.35833332, 0.484375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,301,61.731,357819683843599,images/301.png,person,0.40625,True,False,"[0.4125, 0.4359375, 0.46458334, 0.5125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,303,62.12,357820085214718,images/303.png,person,0.40625,True,False,"[0.41458333, 0.425, 0.475, 0.50625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,304,62.339,357820285790980,images/304.png,person,0.4296875,True,False,"[0.19791667, 0.1625, 0.4, 0.4984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,312,63.933,357821890970270,images/312.png,chair,0.5234375,False,False,"[0.020833334, 0.0171875, 0.3625, 0.39375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,315,64.527,357822493079089,images/315.png,cat,0.38671875,False,False,"[0.01875, 0.159375, 0.9791667, 0.953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,318,65.123,357823095024486,images/318.png,fire hydrant,0.5703125,False,False,"[0, 0.3, 0.0625, 0.484375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,323,66.134,357824097945269,images/323.png,cat,0.5703125,False,False,"[0, 0.046875, 1, 0.990625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,324,66.338,357824298572527,images/324.png,cat,0.73828125,False,False,"[0, 0.009375, 1, 0.9890625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,326,66.73,357824700276889,images/326.png,boat,0.453125,False,False,"[0, 0.03125, 1, 0.965625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,338,69.142,357827107470135,images/338.png,cat,0.453125,False,False,"[0.008333334, 0.0921875, 0.9875, 0.9828125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,339,69.345,357827307935792,images/339.png,person,0.4765625,True,False,"[0.38958332, 0.021875, 0.9875, 0.975]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,341,69.756,357827708979285,images/341.png,person,0.36328125,True,False,"[0, 0.0046875, 1, 0.99375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,342,69.949,357827909675736,images/342.png,bear,0.61328125,False,False,"[0.38958332, 0.071875, 0.9875, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,343,70.14,357828110230270,images/343.png,bear,0.7890625,False,False,"[0.4, 0.0046875, 0.975, 0.99375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,345,70.541,357828511389255,images/345.png,bear,0.453125,False,False,"[0.004166667, 0.0046875, 0.9916667, 0.99375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,349,71.363,357829314151319,images/349.png,cat,0.65625,False,False,"[0, 0, 0.9791667, 0.9796875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,350,71.546,357829514627546,images/350.png,cat,0.546875,False,False,"[0, 0, 0.9916667, 0.9671875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,352,71.953,357829915860844,images/352.png,person,0.84375,True,True,"[0.004166667, 0, 0.9916667, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,353,72.144,357830116312094,images/353.png,dog,0.546875,False,False,"[0, 0.05, 1, 0.984375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,353,72.144,357830116312094,images/353.png,cat,0.4296875,False,False,"[0, 0.0015625, 0.6479167, 0.45]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,355,72.546,357830517600604,images/355.png,frisbee,0.40625,False,False,"[0, 0.553125, 0.24583334, 0.8953125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,355,72.546,357830517600604,images/355.png,person,0.36328125,True,False,"[0.004166667, 0.4921875, 0.99375, 0.9859375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,356,72.744,357830718327372,images/356.png,cat,0.5234375,False,False,"[0, 0.59375, 0.75416666, 0.9921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,359,73.367,357831320021527,images/359.png,dog,0.38671875,False,False,"[0, 0.421875, 0.5541667, 0.9765625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,360,73.555,357831520605567,images/360.png,person,0.453125,True,False,"[0.14791666, 0.1015625, 0.70416665, 0.98125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,361,73.744,357831721048864,images/361.png,cat,0.5234375,False,False,"[0.008333334, 0.00625, 0.9875, 0.9140625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,363,74.155,357832122538581,images/363.png,fire hydrant,0.453125,False,False,"[0.31041667, 0.3921875, 0.67291665, 0.7765625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,364,74.365,357832322877506,images/364.png,fire hydrant,0.5703125,False,False,"[0.32291666, 0.35625, 0.6458333, 0.7265625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,365,74.556,357832522966548,images/365.png,car,0.4296875,True,False,"[0.079166666, 0.5078125, 0.45625, 0.671875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,367,74.973,357832924091220,images/367.png,bed,0.38671875,False,False,"[0.00625, 0, 0.9916667, 1]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,368,75.149,357833124689283,images/368.png,cat,0.453125,False,False,"[0.0125, 0.1296875, 0.76875, 0.978125]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,375,76.575,357834530159249,images/375.png,person,0.453125,True,False,"[0.52916664, 0.490625, 0.6958333, 0.665625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,377,76.969,357834931500698,images/377.png,person,0.61328125,True,True,"[0.68125, 0.221875, 0.74791664, 0.340625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,378,77.174,357835132001248,images/378.png,person,0.63671875,True,True,"[0.61041665, 0.1640625, 0.6791667, 0.2921875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,378,77.174,357835132001248,images/378.png,fire hydrant,0.36328125,False,False,"[0, 0.4015625, 0.17083333, 0.725]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,380,77.564,357835532899568,images/380.png,person,0.59375,True,False,"[0.525, 0.3453125, 0.5833333, 0.459375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,381,77.777,357835733436589,images/381.png,person,0.69921875,True,True,"[0.51666665, 0.321875, 0.5854167, 0.4546875]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,382,78.003,357835933927686,images/382.png,person,0.71875,True,True,"[0.54375, 0.315625, 0.6, 0.440625]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,384,78.371,357836335117258,images/384.png,person,0.5234375,True,False,"[0.56041664, 0.2859375, 0.6333333, 0.4109375]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,385,78.567,357836535772080,images/385.png,person,0.71875,True,True,"[0.5375, 0.2890625, 0.6166667, 0.425]",TRACKING
NaVi-collect-20260919-023430-697-4a81ff58,386,78.798,357836736365098,images/386.png,person,0.73828125,True,True,"[0.55, 0.296875, 0.62291664, 0.4328125]",TRACKING
